facility_name,facility_id,npi,citytown,state,zip_code,year,asc1_rate,asc1_footnote,asc2_rate,asc2_footnote,asc3_rate,asc3_footnote,asc4_rate,asc4_footnote,asc9_rate,asc9_footnote,asc11_rate,asc11_footnote,asc12_total_cases,asc12_performance_category,asc12_rshv_rate,asc12_interval_lower_limit,asc12_interval_upper_limit,asc12_footnote,asc13_rate,asc13_footnote,asc14_rate,asc14_footnote,asc17_total_cases,asc17_performance_category,asc17_rshv_rate,asc17_interval_lower_limit,asc17_interval_upper_limit,asc17_footnote,asc18_total_cases,asc18_performance_category,asc18_rshv_rate,asc18_interval_lower_limit,asc18_interval_upper_limit,asc18_footnote,asc19_total_cases,asc19_performance_category,asc19_rshv_rate,asc19_interval_lower_limit,asc19_interval_upper_limit,asc19_footnote,asc20_sample,asc20_rate,asc20_footnote
SANTA CRUZ SURGERY CENTER,05C0001002,1700838471,SANTA CRUZ,CA,95065.0,2023,0.0,,0.0,,0.0,,0.1,,99.0,,,5.0,1302.0,No Different Than the National Rate,8.1,5.8,11.2,,97.85,,,5.0,89.0,No Different Than the National Rate,2.1,1.3,3.3,,,Number of Cases Too Small,,,,1.0,151.0,No Different than expected,1.0,0.6,1.8,,,,5.0
SANTA CRUZ SURGERY CENTER,05C0001002,1700838471,SANTA CRUZ,CA,95065.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,68.0,94.2,
EYE SURGERY CENTER OF THE CAROLINAS,34C0001003,1700842358,SOUTHERN PINES,NC,28387.0,2023,,5.0,,5.0,,5.0,0.04,,,5.0,,5.0,,,,,,5.0,,5.0,0.22,,,,,,,5.0,,,,,,5.0,32.0,No Different than expected,0.9,0.5,1.8,,,,5.0
EYE SURGERY CENTER OF THE CAROLINAS,34C0001003,1700842358,SOUTHERN PINES,NC,28387.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,66.0,0.0,
ARCADIA OUTPATIENT SURGERY CENTER LP,05C0001005,1700842507,ARCADIA,CA,91007.0,2023,0.02,,0.0,,0.0,,0.08,,84.91,,,5.0,484.0,No Different Than the National Rate,9.9,6.9,14.2,,0.0,,1.09,,,Number of Cases Too Small,,,,1.0,83.0,No Different Than the National Rate,4.7,3.0,7.2,,43.0,No Different than expected,0.9,0.5,1.7,,,,5.0
ARCADIA OUTPATIENT SURGERY CENTER LP,05C0001005,1700842507,ARCADIA,CA,91007.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,113.0,19.5,
FAYETTEVILLE ASC SCA AFFILIATE,34C0001004,1700843208,FAYETTEVILLE,NC,28304.0,2023,0.0,,0.0,,0.03,,0.03,,,5.0,,5.0,,,,,,5.0,100.0,,0.24,,525.0,No Different Than the National Rate,2.2,1.5,3.0,,,Number of Cases Too Small,,,,1.0,177.0,No Different than expected,1.0,0.5,1.7,,,,5.0
FAYETTEVILLE ASC SCA AFFILIATE,34C0001004,1700843208,FAYETTEVILLE,NC,28304.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,134.0,0.0,
SULLIVAN SURGICENTER LLC,15C0001133,1700854072,SULLIVAN,IN,47882.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,580.0,No Different than expected,1.1,0.7,1.7,,,,5.0
SULLIVAN SURGICENTER LLC,15C0001133,1700854072,SULLIVAN,IN,47882.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,5.0,,1.0
SOUTHERN OHIO EYE SURGERY CENTER LLC,36C0001170,1700856242,CHILLICOTHE,OH,45601.0,2023,,5.0,,5.0,0.08,,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,1.55,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
SOUTHERN OHIO EYE SURGERY CENTER LLC,36C0001170,1700856242,CHILLICOTHE,OH,45601.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,15.0,66.7,
RIVERSIDE SURGERY CENTER INC,10C0001268,1700876703,SEBASTIAN,FL,32958.0,2023,0.0,,0.0,,0.0,,0.07,,,5.0,,5.0,,,,,,5.0,,5.0,0.46,,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
RIVERSIDE SURGERY CENTER INC,10C0001268,1700876703,SEBASTIAN,FL,32958.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,26.0,0.0,
THE IOWA CLINIC ENDOSCOPY CENTER,16C0001015,1700879467,WEST DES MOINES,IA,50266.0,2023,0.0,,0.02,,0.0,,0.05,,100.0,,,5.0,4414.0,No Different Than the National Rate,8.9,6.9,11.3,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
THE IOWA CLINIC ENDOSCOPY CENTER,16C0001015,1700879467,WEST DES MOINES,IA,50266.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,64.0,1.6,
ARTURO BETANCOURT MD PA DBA BALTIMORE WASHINGTON EYE CENTER,21C0001009,1700881539,GLEN BURNIE,MD,21061.0,2023,,5.0,,5.0,0.09,,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,0.2,,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
ARTURO BETANCOURT MD PA DBA BALTIMORE WASHINGTON EYE CENTER,21C0001009,1700881539,GLEN BURNIE,MD,21061.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,16.0,87.5,
GAB ENDOSCOPY CENTER LTD,45C0001345,1700882271,SAN ANTONIO,TX,78215.0,2023,,5.0,,5.0,,5.0,0.11,,82.42,,,5.0,457.0,No Different Than the National Rate,9.1,6.5,12.9,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,7.0,,,5.0
GAB ENDOSCOPY CENTER LTD,45C0001345,1700882271,SAN ANTONIO,TX,78215.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,9.0,,1.0
SPRINGHILL SURGERY CENTER,01C0001021,1700884608,MOBILE,AL,36608.0,2023,0.02,,0.0,,0.0,,0.08,,,5.0,,5.0,,,,,,5.0,100.0,,0.42,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
SPRINGHILL SURGERY CENTER,01C0001021,1700884608,MOBILE,AL,36608.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,44.0,0.0,
TEXAS MIDWEST SURGERY CENTER,45C0001270,1700887155,ABILENE,TX,79601.0,2023,0.0,,0.0,,0.0,,0.1,,13.81,,,5.0,210.0,No Different Than the National Rate,10.1,7.1,14.4,,100.0,,0.24,,340.0,No Different Than the National Rate,2.1,1.4,3.2,,,,,,,5.0,70.0,No Different than expected,1.2,0.7,2.2,,,,5.0
TEXAS MIDWEST SURGERY CENTER,45C0001270,1700887155,ABILENE,TX,79601.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,182.0,0.0,
WESTON OUTPATIENT SURGICAL CENTER,10C0001331,1700888658,WESTON,FL,33326.0,2023,0.0,,0.02,,0.0,,0.07,,95.1,,,5.0,193.0,No Different Than the National Rate,10.7,7.4,15.2,,99.93,,,5.0,157.0,No Different Than the National Rate,2.2,1.4,3.3,,,Number of Cases Too Small,,,,1.0,30.0,No Different than expected,0.9,0.5,1.8,,,,5.0
WESTON OUTPATIENT SURGICAL CENTER,10C0001331,1700888658,WESTON,FL,33326.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,157.0,0.0,
ELTRA LLC,31C0001221,1700921251,FLORHAM PARK,NJ,7932.0,2023,0.0,,0.0,,0.0,,0.0,,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,125.0,No Different than expected,0.8,0.4,1.4,,,,5.0
ELTRA LLC,31C0001221,1700921251,FLORHAM PARK,NJ,7932.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,12.0,0.0,
LAKE TAHOE SURGERY CENTER,29C0001038,1700963725,ZEPHYR COVE,NV,89448.0,2023,,5.0,,5.0,,5.0,0.2,,,5.0,,5.0,,,,,,5.0,98.96,,,5.0,117.0,No Different Than the National Rate,2.4,1.6,3.8,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
LAKE TAHOE SURGERY CENTER,29C0001038,1700963725,ZEPHYR COVE,NV,89448.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,30.0,0.0,
SURGERY CENTER OF KALAMAZOO LLC,23C0001054,1700966710,PORTAGE,MI,49024.0,2023,0.0,,0.04,,0.02,,0.0,,,5.0,,5.0,,,,,,5.0,100.0,,0.08,,125.0,No Different Than the National Rate,2.4,1.6,3.7,,,,,,,5.0,39.0,No Different than expected,1.0,0.5,1.9,,,,5.0
SURGERY CENTER OF KALAMAZOO LLC,23C0001054,1700966710,PORTAGE,MI,49024.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,79.0,88.7,
SURGICAL CARE CENTER OF MICHIGAN,23C0001020,1700967106,GRAND RAPIDS,MI,49525.0,2023,,5.0,,5.0,0.01,,0.02,,,5.0,,5.0,,,,,,5.0,,5.0,0.11,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
SURGICAL CARE CENTER OF MICHIGAN,23C0001020,1700967106,GRAND RAPIDS,MI,49525.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,45.0,13.4,
MICHIGAN OUTPATIENT SURGERY CENTER INC,23C0001003,1700980406,FRASER,MI,48026.0,2023,0.0,,0.0,,0.02,,0.03,,,5.0,,5.0,,,,,,5.0,100.0,,0.49,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
MICHIGAN OUTPATIENT SURGERY CENTER INC,23C0001003,1700980406,FRASER,MI,48026.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,45.0,15.6,
SPECIALISTS SURGERY CENTER OF DEL MAR LLC,05C0001586,1700985397,SAN DIEGO,CA,92130.0,2023,0.0,,0.0,,0.0,,0.08,,,5.0,,5.0,,,,,,5.0,,5.0,0.24,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
SPECIALISTS SURGERY CENTER OF DEL MAR LLC,05C0001586,1700985397,SAN DIEGO,CA,92130.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,16.0,65.6,
MSC AMBULATORY SURGICAL CENTER,21C0001422,1710032842,FREDERICK,MD,21702.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,138.0,No Different than expected,0.8,0.4,1.6,,,,5.0
MSC AMBULATORY SURGICAL CENTER,21C0001422,1710032842,FREDERICK,MD,21702.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
ILLINOIS SPORTS MEDICINE AND ORTHOPEDIC SURGERY CENTER,14C0001131,1710037452,MORTON GROVE,IL,60053.0,2023,,5.0,,5.0,,5.0,0.06,,,5.0,,5.0,,,,,,5.0,100.0,,,5.0,730.0,No Different Than the National Rate,1.8,1.3,2.6,,,,,,,5.0,46.0,No Different than expected,1.0,0.5,2.0,,,,5.0
ILLINOIS SPORTS MEDICINE AND ORTHOPEDIC SURGERY CENTER,14C0001131,1710037452,MORTON GROVE,IL,60053.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
OUTPATIENT SURGICAL SPECIALTIES CENTER,28C0001044,1710038534,OMAHA,NE,68144.0,2023,0.0,,0.0,,0.0,,0.08,,,5.0,,5.0,,,,,,5.0,2.51,,,5.0,143.0,No Different Than the National Rate,2.4,1.6,3.7,,,,,,,5.0,72.0,No Different than expected,1.2,0.7,2.4,,,,5.0
OUTPATIENT SURGICAL SPECIALTIES CENTER,28C0001044,1710038534,OMAHA,NE,68144.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,29.0,100.0,
ARROWHEAD ENDOSCOPY AND PAIN MANAGEMENT CENTER LLC,03C0001304,1710047188,GLENDALE,AZ,85308.0,2023,,5.0,,5.0,,5.0,0.03,,90.95,,,5.0,1293.0,No Different Than the National Rate,8.7,6.5,11.8,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
ARROWHEAD ENDOSCOPY AND PAIN MANAGEMENT CENTER LLC,03C0001304,1710047188,GLENDALE,AZ,85308.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,30.0,34.0,
SURGERY CENTER OF POTOMAC,21C0001404,1710079470,ROCKVILLE,MD,20852.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
SURGERY CENTER OF POTOMAC,21C0001404,1710079470,ROCKVILLE,MD,20852.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
VENTURA ENDOSCOPY CENTER LLC,05C0001656,1710081443,VENTURA,CA,93003.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,2042.0,No Different Than the National Rate,8.3,6.1,11.1,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
VENTURA ENDOSCOPY CENTER LLC,05C0001656,1710081443,VENTURA,CA,93003.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,31.0,93.5,
MBC AMBULATORY SURGERY CENTER LP DBA MANN CATARACT SURGERY CENTER,45C0001464,1710082680,HOUSTON,TX,77002.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,1.17,,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
MBC AMBULATORY SURGERY CENTER LP DBA MANN CATARACT SURGERY CENTER,45C0001464,1710082680,HOUSTON,TX,77002.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,24.0,100.0,
HERSHEY OUTPATIENT SURGERY CENTER LP,39C0001168,1710091517,HERSHEY,PA,17033.0,2023,0.0,,0.01,,0.01,,0.26,,,5.0,,5.0,,,,,,5.0,100.0,,0.0,,236.0,No Different Than the National Rate,3.1,2.0,4.6,,221.0,No Different Than the National Rate,4.6,3.1,6.8,,43.0,No Different than expected,1.1,0.5,2.0,,,,5.0
HERSHEY OUTPATIENT SURGERY CENTER LP,39C0001168,1710091517,HERSHEY,PA,17033.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,268.0,3.4,
BLUEMOUND SURGERY CENTER LTD,52C0001051,1710107743,WAUKESHA,WI,53186.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,115.0,No Different than expected,1.2,0.7,2.2,,,,5.0
BLUEMOUND SURGERY CENTER LTD,52C0001051,1710107743,WAUKESHA,WI,53186.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
NEWBRIDGE SURGERY CENTER AT WALDORF,21C0001540,1710112669,WALDORF,MD,20602.0,2023,0.0,,0.0,,0.0,,0.1,,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,,,,,5.0,,,5.0
NEWBRIDGE SURGERY CENTER AT WALDORF,21C0001540,1710112669,WALDORF,MD,20602.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,4.0,,1.0
JEFFERSON SURGICAL CTR AT NAVY YARD,39C0001277,1710114293,PHILADELPHIA,PA,19112.0,2023,0.0,,0.0,,0.0,,0.0,,,5.0,,5.0,,,,,,5.0,100.0,,,5.0,423.0,No Different Than the National Rate,2.1,1.4,3.1,,,Number of Cases Too Small,,,,1.0,29.0,No Different than expected,0.9,0.5,1.8,,,,5.0
JEFFERSON SURGICAL CTR AT NAVY YARD,39C0001277,1710114293,PHILADELPHIA,PA,19112.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,90.0,3.7,
NORTHERN CALIFORNIA ADVANCED SURGERY CENTER LP,05C0001902,1710127774,SACRAMENTO,CA,95841.0,2023,0.0,,0.0,,0.0,,0.1,,,5.0,,5.0,,,,,,5.0,100.0,,,1.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
NORTHERN CALIFORNIA ADVANCED SURGERY CENTER LP,05C0001902,1710127774,SACRAMENTO,CA,95841.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,78.0,98.7,
HENDI AMBULATORY SURGERY CENTER,21C0001484,1710151063,CHEVY CHASE,MD,20815.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,971.0,No Different than expected,0.8,0.5,1.3,,,,5.0
HENDI AMBULATORY SURGERY CENTER,21C0001484,1710151063,CHEVY CHASE,MD,20815.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,18.0,100.0,
ASPEN SURGERY CENTER LLC DBA ASPEN SURGERY CENTER,05C0001830,1710177795,WALNUT CREEK,CA,94598.0,2023,0.0,,0.02,,0.0,,0.04,,96.01,,,5.0,2803.0,No Different Than the National Rate,10.8,8.4,13.9,,99.67,,0.3,,96.0,No Different Than the National Rate,2.3,1.5,3.6,,454.0,No Different Than the National Rate,4.0,3.0,5.5,,554.0,No Different than expected,1.2,0.8,1.8,,,,5.0
ASPEN SURGERY CENTER LLC DBA ASPEN SURGERY CENTER,05C0001830,1710177795,WALNUT CREEK,CA,94598.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,200.0,17.7,
DUBLIN SURGERY CENTER LLC,36C0001187,1710201538,DUBLIN,OH,43017.0,2023,,5.0,,5.0,,5.0,0.06,,80.12,,,5.0,157.0,No Different Than the National Rate,10.1,7.1,14.6,,100.0,,,5.0,99.0,No Different Than the National Rate,2.3,1.5,3.4,,,,,,,5.0,66.0,No Different than expected,1.0,0.6,1.9,,,,5.0
DUBLIN SURGERY CENTER LLC,36C0001187,1710201538,DUBLIN,OH,43017.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,52.0,2.0,
HARLINGEN SURGICAL CENTER LLC,45C0001025,1710203427,HARLINGEN,TX,78550.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,7.0,,,5.0
HARLINGEN SURGICAL CENTER LLC,45C0001025,1710203427,HARLINGEN,TX,78550.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,24.0,89.0,
PROVIDENCE SURGERY CENTERS LLC,02C0001011,1710207998,ANCHORAGE,AK,99508.0,2023,0.0,,0.0,,0.0,,0.0,,,5.0,,5.0,,,,,,5.0,99.69,,,5.0,315.0,No Different Than the National Rate,2.4,1.6,3.5,,,,,,,5.0,178.0,No Different than expected,0.9,0.5,1.7,,,,5.0
PROVIDENCE SURGERY CENTERS LLC,02C0001011,1710207998,ANCHORAGE,AK,99508.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,72.0,0.5,
VISION SURGERY CENTER LLC,36C0001260,1710213400,PARMA HEIGHTS,OH,44130.0,2023,0.0,,0.0,,0.0,,0.07,,,5.0,,5.0,,,,,,5.0,,5.0,0.34,,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
VISION SURGERY CENTER LLC,36C0001260,1710213400,PARMA HEIGHTS,OH,44130.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,23.0,17.4,
ADVANCED REGIONAL SURGERY CENTER LLC,15C0001190,1710231642,JEFFERSONVILLE,IN,47130.0,2023,,5.0,,1.0,,5.0,,1.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,56.0,No Different Than the National Rate,2.3,1.5,3.5,,,,,,,5.0,26.0,No Different than expected,0.9,0.5,1.8,,,,5.0
ADVANCED REGIONAL SURGERY CENTER LLC,15C0001190,1710231642,JEFFERSONVILLE,IN,47130.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,59.0,83.6,
SURGERY CENTER OF THE ROCKIES LLC,06C0001135,1710247515,AURORA,CO,80012.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,Number of Cases Too Small,,,,1.0,,Number of Cases Too Small,,,,1.0,,,5.0
SURGERY CENTER OF THE ROCKIES LLC,06C0001135,1710247515,AURORA,CO,80012.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
GEORGIA NEUROSURGICAL INSTITUTE OUTPATIENT SURGERY CENTER,11C0001363,1710290606,MACON,GA,31201.0,2023,,5.0,,5.0,,5.0,1.9,,,5.0,,5.0,,,,,,5.0,100.0,,,5.0,85.0,No Different Than the National Rate,2.2,1.4,3.3,,,,,,,5.0,,,,,,5.0,,,5.0
GEORGIA NEUROSURGICAL INSTITUTE OUTPATIENT SURGERY CENTER,11C0001363,1710290606,MACON,GA,31201.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,13.0,100.0,
RIDGELINE SURGICENTER LLC,46C0001023,1710315619,OGDEN,UT,84405.0,2023,0.0,,0.01,,0.0,,0.12,,100.0,,,5.0,1969.0,No Different Than the National Rate,9.9,7.4,13.2,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
RIDGELINE SURGICENTER LLC,46C0001023,1710315619,OGDEN,UT,84405.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,59.0,1.7,
VALLEY PHYSICIANS SURGERY CENTER AT NORTHRIDGE LLC,05C0002033,1710321328,NORTHRIDGE,CA,91325.0,2023,0.0,,0.0,,0.0,,0.08,,97.28,,,5.0,290.0,No Different Than the National Rate,10.3,7.3,14.8,,98.75,,0.43,,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
VALLEY PHYSICIANS SURGERY CENTER AT NORTHRIDGE LLC,05C0002033,1710321328,NORTHRIDGE,CA,91325.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,123.0,2.4,
MT PLEASANT SURGERY CTR,23C0001134,1710336763,MT PLEASANT,MI,48858.0,2023,,5.0,,5.0,,5.0,,5.0,74.6,,,5.0,439.0,No Different Than the National Rate,9.5,6.7,13.5,,90.48,,0.0,,59.0,No Different Than the National Rate,2.2,1.4,3.4,,,Number of Cases Too Small,,,,1.0,35.0,No Different than expected,0.9,0.5,1.7,,,,5.0
MT PLEASANT SURGERY CTR,23C0001134,1710336763,MT PLEASANT,MI,48858.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,70.0,1.4,
WINNIE COMMUNITY HOSPITAL DBA RICELAND SURGERY CENTER,45C0001469,1710351564,BEAUMONT,TX,77702.0,2023,0.0,,0.02,,0.0,,0.02,,0.0,,,5.0,86.0,No Different Than the National Rate,9.6,6.6,13.8,,100.0,,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,54.0,No Different than expected,1.0,0.5,1.9,,,,5.0
