state,condition,measure_id,measure_name,score,footnote,start_date,end_date
WA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,93,"25, 26",01/01/2023,12/31/2023
WA,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
WA,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,13,,01/01/2023,12/31/2023
WA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,60,"25, 26",07/01/2023,06/30/2024
WA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,70,"25, 26",07/01/2023,06/30/2024
WA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,83,"25, 26",07/01/2023,06/30/2024
WA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79,"25, 26",07/01/2023,06/30/2024
WA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,88,"25, 26",07/01/2023,06/30/2024
WI,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,9.7,,04/01/2024,06/30/2024
WI,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,86,,10/01/2023,03/31/2024
WI,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,137,"25, 26",07/01/2023,06/30/2024
WI,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),171,"25, 26",07/01/2023,06/30/2024
WI,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),129,"25, 26",07/01/2023,06/30/2024
WI,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),144,"25, 26",07/01/2023,06/30/2024
WI,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),174,"25, 26",07/01/2023,06/30/2024
WI,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,199,25,07/01/2023,06/30/2024
WI,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),234,25,07/01/2023,06/30/2024
WI,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),186,25,07/01/2023,06/30/2024
WI,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),220,25,07/01/2023,06/30/2024
WI,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),204,25,07/01/2023,06/30/2024
WI,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2023,12/31/2023
WI,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,78,25,07/01/2023,06/30/2024
WI,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,97,"25, 26",01/01/2023,12/31/2023
WI,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
WI,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,14,,01/01/2023,12/31/2023
WI,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,70,"25, 26",07/01/2023,06/30/2024
WI,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,74,"25, 26",07/01/2023,06/30/2024
WI,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,88,"25, 26",07/01/2023,06/30/2024
WI,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,85,"25, 26",07/01/2023,06/30/2024
WI,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93,"25, 26",07/01/2023,06/30/2024
WV,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,4.5,,04/01/2024,06/30/2024
WV,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,90,,10/01/2023,03/31/2024
WV,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,146,"25, 26",07/01/2023,06/30/2024
WV,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),207,"25, 26",07/01/2023,06/30/2024
WV,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),120,"25, 26",07/01/2023,06/30/2024
WV,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),180,"25, 26",07/01/2023,06/30/2024
WV,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),187,"25, 26",07/01/2023,06/30/2024
WV,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,245,25,07/01/2023,06/30/2024
WV,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),322,25,07/01/2023,06/30/2024
WV,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),202,25,07/01/2023,06/30/2024
WV,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),258,25,07/01/2023,06/30/2024
WV,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),338,25,07/01/2023,06/30/2024
WV,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2023,12/31/2023
WV,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,57,25,07/01/2023,06/30/2024
WV,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,87,"25, 26",01/01/2023,12/31/2023
WV,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,95,,01/01/2023,12/31/2023
WV,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,13,,01/01/2023,12/31/2023
WV,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,63,"25, 26",07/01/2023,06/30/2024
WV,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,74,"25, 26",07/01/2023,06/30/2024
WV,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,84,"25, 26",07/01/2023,06/30/2024
WV,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79,"25, 26",07/01/2023,06/30/2024
WV,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,92,"25, 26",07/01/2023,06/30/2024
WY,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,20.7,,04/01/2024,06/30/2024
WY,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,80,,10/01/2023,03/31/2024
WY,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,133,"25, 26",07/01/2023,06/30/2024
WY,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,"25, 26",07/01/2023,06/30/2024
WY,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),126,"25, 26",07/01/2023,06/30/2024
WY,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),187,"25, 26",07/01/2023,06/30/2024
WY,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,"25, 26",07/01/2023,06/30/2024
WY,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,190,25,07/01/2023,06/30/2024
WY,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),Not Available,25,07/01/2023,06/30/2024
WY,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),184,25,07/01/2023,06/30/2024
WY,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),266,25,07/01/2023,06/30/2024
WY,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),Not Available,25,07/01/2023,06/30/2024
WY,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",01/01/2023,12/31/2023
WY,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,56,25,07/01/2023,06/30/2024
WY,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,95,"25, 26",01/01/2023,12/31/2023
WY,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
WY,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,15,,01/01/2023,12/31/2023
WY,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,67,"25, 26",07/01/2023,06/30/2024
WY,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,75,"25, 26",07/01/2023,06/30/2024
WY,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,80,"25, 26",07/01/2023,06/30/2024
WY,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,84,"25, 26",07/01/2023,06/30/2024
